title,description,image,href,price,vat,finalPrice,productionYear,power,gearbox,bodyType,fuel,km,externalId
"Volkswagen Passat","03/2015, 2.0 dyzelis, 150 Ag, autuniversalas, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10126168/h=112/10126168.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10125624/volkswagen-passat-comfortline-20-110kw-aut/,13900,21,13900,2015-03,110,Automatinė,Universalas,Dyzelis,172713,10125624
"Volkswagen Passat","05/2016, 2.0 dyzelis, 150 Agsedanas, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10125236/h=112/10125236.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10125235/volkswagen-passat-20-110kw-mech/,14100,0,17061,2016-05,110,Mechaninė,Sedanas,Dyzelis,150140,10125235
"Volkswagen Passat","04/2017, 1.4 benzinas, 125 Ag, autuniversalas, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10124953/h=112/10124953.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10124952/volkswagen-passat-comfortline-14-92kw-aut/,13200,20,13332,2017-04,92,Automatinė,Universalas,Benzinas,147588,10124952
"Volkswagen Passat","09/2015, 2.0 dyzelis, 150 Ag, autuniversalas, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10125315/h=112/10125315.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10124299/volkswagen-passat-highline-2015-nr16-20-110kw-aut/,17200,21,17200,2015-09,110,Automatinė,Universalas,Dyzelis,133101,10124299
"Volkswagen Passat","03/2017, 2.0 dyzelis, 150 Ag, autuniversalas, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10123788/h=112/10123788.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10123752/volkswagen-passat-highline-2017-nr102-20-110kw-aut/,16900,21,16900,2017-03,110,Automatinė,Universalas,Dyzelis,183300,10123752
"Volkswagen Passat","06/2015, 2.0 dyzelis, 150 Ag, autuniversalas, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10124324/h=112/10124324.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10123488/volkswagen-passat-highline-20-110kw-aut/,16300,21,16300,2015-06,110,Automatinė,Universalas,Dyzelis,149449,10123488
"Volkswagen Passat","05/2016, 2.0 dyzelis, 150 Ag, autuniversalas, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10121740/h=112/10121740.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10121175/volkswagen-passat-comfortline-20-110kw-aut/,14400,21,14400,2016-05,110,Automatinė,Universalas,Dyzelis,162393,10121175
"Volkswagen Passat","09/2015, 2.0 dyzelis, 150 Ag, autuniversalas, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10121145/h=112/10121145.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10121144/volkswagen-passat-comfortline-20-110kw-aut/,14900,21,14900,2015-09,110,Automatinė,Universalas,Dyzelis,152500,10121144
"Volkswagen Passat","10/2013, 2.0 dyzelis, 140 Ag, autuniversalas, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10120586/h=112/10120586.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10120585/volkswagen-passat-comfortline-20-103kw-aut/,10050,21,10050,2013-10,103,Automatinė,Universalas,Dyzelis,163119,10120585
"Volkswagen Passat","02/2016, 2.0 dyzelis, 150 Ag, autuniversalas, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10121723/h=112/10121723.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10118933/volkswagen-passat-comfortline-20-110kw-aut/,14100,21,14100,2016-02,110,Automatinė,Universalas,Dyzelis,155413,10118933
"Volkswagen Passat","09/2015, 2.0 dyzelis, 150 Ag, autsedanas, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10134103/h=112/10134103.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10117592/volkswagen-passat-20-110kw-aut/,21000,21,21000,2015-09,110,Automatinė,Sedanas,Dyzelis,138986,10117592
"Volkswagen Passat","04/2016, 2.0 dyzelis, 150 Ag, autuniversalas, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10121029/h=112/10121029.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10117574/volkswagen-passat-highline-2016-nr53-20-110kw-aut/,13950,21,13950,2016-04,110,Automatinė,Universalas,Dyzelis,194986,10117574
"Volkswagen Passat","07/2017, 2.0 dyzelis, 190 Ag, autuniversalas, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10116565/h=112/10116565.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10116552/volkswagen-passat-20-140kw-aut/,24900,21,24900,2017-07,140,Automatinė,Universalas,Dyzelis,35681,10116552
"Volkswagen Passat","10/2015, 2.0 dyzelis, 150 Ag, autuniversalas, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10117722/h=112/10117722.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10116318/volkswagen-passat-highline-2015-nr8-20-110kw-aut/,15550,21,15550,2015-10,110,Automatinė,Universalas,Dyzelis,189900,10116318
"Volkswagen Passat","04/2018, 1.4 benzinas, 125 Ag, autuniversalas, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10124252/h=112/10124252.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10115341/volkswagen-passat-14-92kw-aut/,19950,21,19950,2018-04,92,Automatinė,Universalas,Benzinas,38081,10115341
"Volkswagen Passat","04/2017, 2.0 dyzelis, 150 Ag, autsedanas, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10133566/h=112/10133566.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10114103/volkswagen-passat-20tdi-highline-nr84-20-110kw-aut/,21500,21,21500,2017-04,110,Automatinė,Sedanas,Dyzelis,29231,10114103
"Volkswagen Passat","08/2016, 2.0 dyzelis, 150 Ag, autsedanas, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10112226/h=112/10112226.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10111958/volkswagen-passat-highline-2016m-nr-32-20-110kw-aut/,16950,21,16950,2016-08,110,Automatinė,Sedanas,Dyzelis,123200,10111958
"Volkswagen Passat","01/2019, 1.4 benzinas, 150 Ag, autuniversalas, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10118622/h=112/10118622.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10105861/volkswagen-passat-variant-comfortline-14-110kw-aut/,24400,20,24644,2019-01,110,Automatinė,Universalas,Benzinas,788,10105861
"Volkswagen Passat","08/2017, 2.0 dyzelis, 190 Ag, autuniversalas, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10124290/h=112/10124290.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10105222/volkswagen-passat-alltrack-highline-facelift-20-140kw-aut/,28600,20,28886,2017-08,140,Automatinė,Universalas,Dyzelis,38199,10105222
"Volkswagen Passat","08/2018, 2.0 dyzelis, 150 Ag, autsedanas, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10130333/h=112/10130333.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10096623/volkswagen-passat-20-110kw-aut/,25900,21,25900,2018-08,110,Automatinė,Sedanas,Dyzelis,32206,10096623
"Volkswagen Passat","06/2018, 1.8 benzinas, 180 Ag, autsedanas, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10087446/h=112/10087446.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10087445/volkswagen-passat-rline-18-132kw-aut/,29900,20,30199,2018-06,132,Automatinė,Sedanas,Benzinas,10129,10087445
"Volkswagen Passat","07/2018, 1.4 benzinas, 150 Ag, autuniversalas, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10119473/h=112/10119473.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10082723/volkswagen-passat-variant-comfortline-14-110kw-aut/,23300,20,23533,2018-07,110,Automatinė,Universalas,Benzinas,19242,10082723
"Volkswagen Passat","08/2015, 2.0 dyzelis, 190 Ag, autuniversalas, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10129225/h=112/10129225.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10074876/volkswagen-passat-highline-4motion-201508-nr-30-20-140kw-aut/,17550,21,17550,2015-08,140,Automatinė,Universalas,Dyzelis,172500,10074876
"Volkswagen Passat","12/2017, 2.0 dyzelis, 150 Ag, autuniversalas, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10116620/h=112/10116620.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10070815/volkswagen-passat-20-110kw-aut/,27900,21,27900,2017-12,110,Automatinė,Universalas,Dyzelis,21847,10070815
"Volkswagen Passat","08/2017, 2.0 dyzelis, 150 Ag, autsedanas, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10068841/h=112/10068841.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10061108/volkswagen-passat-highline-201708-20-110kw-aut/,29750,21,29750,2017-08,110,Automatinė,Sedanas,Dyzelis,56000,10061108
"Volkswagen Tiguan","09/2016, 2.0 benzinas, 180 Ag, autuniversalas, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10133885/h=112/10133885.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10133884/volkswagen-tiguan-comfortline-20-132kw-aut/,24900,20,25149,2016-09,132,Automatinė,Universalas,Benzinas,45026,10133884
"Volkswagen Tiguan","09/2015, 2.0 dyzelis, 150 Ag, autvisureigis, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10134657/h=112/10134657.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10133875/volkswagen-tiguan-4motion-2015m-nr-20-110kw-aut/,18300,21,18300,2015-09,110,Automatinė,Sedanas,Dyzelis,69643,10133875
"Volkswagen Tiguan","12/2016, 2.0 benzinas, 180 Ag, autuniversalas, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10133622/h=112/10133622.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10133621/volkswagen-tiguan-comfortline-20-132kw-aut/,23950,20,24190,2016-12,132,Automatinė,Universalas,Benzinas,62583,10133621
"Volkswagen Tiguan","05/2016, 2.0 dyzelis, 150 Ag, autvisureigis, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10133598/h=112/10133598.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10133597/volkswagen-tiguan-ss-20tdi-2016m-nr10-20-110kw-aut/,18000,21,18000,2016-05,110,Automatinė,Sedanas,Dyzelis,153090,10133597
"Volkswagen Tiguan","06/2016, 2.0 dyzelis, 150 AgDaugiafunkcinis, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10134488/h=112/10134488.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10133498/volkswagen-tiguan-20-110kw-mech/,21950,21,21950,2016-06,110,Mechaninė,Sedanas,Dyzelis,98530,10133498
"Volkswagen Tiguan","09/2014, 2.0 dyzelis, 140 Agvisureigis, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10133409/h=112/10133409.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10133320/volkswagen-tiguan-nr33-20-103kw-mech/,14600,0,17666,2014-09,103,Mechaninė,Sedanas,Dyzelis,72589,10133320
"Volkswagen Tiguan","08/2016, 2.0 dyzelis, 150 Ag, autvisureigis, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10134119/h=112/10134119.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10133294/volkswagen-tiguan-highline-2016m-nr25-20-110kw-aut/,22700,21,22700,2016-08,110,Automatinė,Sedanas,Dyzelis,176450,10133294
"Volkswagen Tiguan","04/2017, 2.0 dyzelis, 150 Ag, autvisureigis, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10134082/h=112/10134082.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10132360/volkswagen-tiguan-comfortline-2017m-nr23-20-110kw-aut/,20650,21,20650,2017-04,110,Automatinė,Sedanas,Dyzelis,171190,10132360
"Volkswagen Tiguan","01/2019, 2.0 dyzelis, 150 Ag, autDaugiafunkcinis, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10130836/h=112/10130836.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10130813/volkswagen-tiguan-tiguan-allspace--7-sedimu-vietu-201901-20-110kw-aut/,43500,21,43500,2019-01,110,Automatinė,Sedanas,Dyzelis,14200,10130813
"Volkswagen Tiguan","04/2016, 2.0 dyzelis, 150 Ag, autvisureigis, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10128055/h=112/10128055.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10127933/volkswagen-tiguan-4-motion-sport--style-20-110kw-aut/,17050,21,17050,2016-04,110,Automatinė,Sedanas,Dyzelis,141480,10127933
"Volkswagen Tiguan","05/2019, 2.0 dyzelis, 150 Ag, autuniversalas, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10126893/h=112/10126893.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10126892/volkswagen-tiguan-comfortline-20-110kw-aut/,29900,20,30199,2019-05,110,Automatinė,Universalas,Dyzelis,1825,10126892
"Volkswagen Tiguan","07/2015, 2.0 dyzelis, 150 Ag, autvisureigis, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10126877/h=112/10126877.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10126864/volkswagen-tiguan-2015-m-nr-14-20-110kw-aut/,17550,0,21236,2015-07,110,Automatinė,Sedanas,Dyzelis,94697,10126864
"Volkswagen Tiguan","08/2015, 2.0 dyzelis, 110 Agvisureigis, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10127054/h=112/10127054.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10126404/volkswagen-tiguan-20-81kw-mech/,14500,21,14500,2015-08,81,Mechaninė,Sedanas,Dyzelis,138265,10126404
"Volkswagen Tiguan","06/2016, 2.0 benzinas, 180 Ag, autvisureigis, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10122883/h=112/10122883.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10122823/volkswagen-tiguan-20-tsi-180zs-dsg-nr85-20-132kw-aut/,22900,21,22900,2016-06,132,Automatinė,Sedanas,Benzinas,61029,10122823
"Volkswagen Tiguan","03/2017, 2.0 dyzelis, 150 Ag, autvisureigis, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10122928/h=112/10122928.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10122432/volkswagen-tiguan-comfortline-20-110kw-aut/,23950,21,23950,2017-03,110,Automatinė,Sedanas,Dyzelis,102751,10122432
"Volkswagen Tiguan","04/2016, 2.0 dyzelis, 150 Ag, autvisureigis, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10122785/h=112/10122785.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10121611/volkswagen-tiguan-20-110kw-aut/,16990,21,16990,2016-04,110,Automatinė,Sedanas,Dyzelis,142902,10121611
"Volkswagen Tiguan","10/2014, 1.4 benzinas, 160 Ag, autuniversalas, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10122218/h=112/10122218.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10121235/volkswagen-tiguan-14-118kw-aut/,12990,20,13120,2014-10,118,Automatinė,Universalas,Benzinas,83617,10121235
"Volkswagen Tiguan","02/2017, 2.0 dyzelis, 150 Ag, autvisureigis, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10120252/h=112/10120252.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10119674/volkswagen-tiguan-comfortline-4motion-20-110kw-aut/,24200,21,24200,2017-02,110,Automatinė,Sedanas,Dyzelis,117492,10119674
"Volkswagen Tiguan","09/2014, 1.4 benzinas, 160 Ag, autuniversalas, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10119166/h=112/10119166.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10119164/volkswagen-tiguan-14-118kw-aut/,13600,0,16456,2014-09,118,Automatinė,Universalas,Benzinas,77512,10119164
"Volkswagen Tiguan","01/2018, 2.0 dyzelis, 150 Ag, autvisureigis, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10118964/h=112/10118964.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10118954/volkswagen-tiguan-highline-4motion-20-110kw-aut/,31800,21,31800,2018-01,110,Automatinė,Sedanas,Dyzelis,29107,10118954
"Volkswagen Tiguan","01/2017, 2.0 benzinas, 220 Ag, autvisureigis, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10118752/h=112/10118752.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10118748/volkswagen-tiguan-highline-4motion-nr105-20-162kw-aut/,29950,21,29950,2017-01,162,Automatinė,Sedanas,Benzinas,78524,10118748
"Volkswagen Tiguan","08/2018, 2.0 dyzelis, 190 Ag, autuniversalas, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10115920/h=112/10115920.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10115918/volkswagen-tiguan-highline-n1kategooria-20-140kw-aut/,39900,20,40299,2018-08,140,Automatinė,Universalas,Dyzelis,16090,10115918
"Volkswagen Tiguan","08/2016, 2.0 dyzelis, 150 Ag, autvisureigis, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10117056/h=112/10117056.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10114918/volkswagen-tiguan-2016-4m-at-nr103-20-110kw-aut/,19990,21,19990,2016-08,110,Automatinė,Sedanas,Dyzelis,178534,10114918
"Volkswagen Tiguan","04/2019, 2.0 dyzelis, 150 Ag, autvisureigis, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10116204/h=112/10116204.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10114163/volkswagen-tiguan-20-110kw-aut/,34900,20,35249,2019-04,110,Automatinė,Sedanas,Dyzelis,10000,10114163
"Volkswagen Tiguan","02/2019, 2.0 dyzelis, 150 Ag, aut5 durų hečbekas, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10116639/h=112/10116639.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10107323/volkswagen-tiguan-rline-black-style-20-110kw-aut/,36900,20,37269,2019-02,110,Automatinė,Sedanas,Dyzelis,6600,10107323
"Volkswagen Tiguan","02/2019, 2.0 dyzelis, 150 Ag, autvisureigis, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10114204/h=112/10114204.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10106242/volkswagen-tiguan-4-motion-rline-black-style-20-110kw-aut/,34500,21,34500,2019-02,110,Automatinė,Sedanas,Dyzelis,19329,10106242
"Volkswagen Tiguan","05/2018, 2.0 dyzelis, 150 Ag, autuniversalas, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10092853/h=112/10092853.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10092852/volkswagen-tiguan-20-110kw-aut/,33900,20,34239,2018-05,110,Automatinė,Universalas,Dyzelis,10500,10092852
"Volkswagen Tiguan","05/2018, 2.0 dyzelis, 150 Ag, autvisureigis, 4/5 durys",https://naudotiauto.mollerauto.lt/lt/vehicle/simage/10093100/h=112/10093100.jpg,https://naudotiauto.mollerauto.lt/lt/vehicle/10077992/volkswagen-tiguan-highline-201805-20-110kw-aut/,29990,21,29990,2018-05,110,Automatinė,Sedanas,Dyzelis,44000,10077992
"Volkswagen Passat",,,https://www.polizinginiai.lt/lt/polizinginis-automobilis/Volkswagen-Passat-2768,13450,21,13450,2016-01,110,Automatinė,Universalas,Dyzelis,170824,
"Volkswagen Passat",,,https://www.polizinginiai.lt/lt/polizinginis-automobilis/Volkswagen-Passat-2743,17900,21,17900,2015-10,110,Automatinė,Universalas,Dyzelis,178552,
"Volkswagen Passat",,,https://www.polizinginiai.lt/lt/polizinginis-automobilis/Volkswagen-Passat-2726,9900,21,9900,2014-07,103,Automatinė,Universalas,Dyzelis,168985,
"Volkswagen Passat",,,https://www.polizinginiai.lt/lt/polizinginis-automobilis/Volkswagen-Passat-2708,16900,21,16900,2017-10,92,Automatinė,Sedanas,Benzinas,103441,
"Volkswagen Passat",,,https://www.polizinginiai.lt/lt/polizinginis-automobilis/Volkswagen-Passat-2684,13250,21,13250,2015-10,110,Mechaninė,Universalas,Dyzelis,180276,
"Volkswagen Passat",,,https://www.polizinginiai.lt/lt/polizinginis-automobilis/Volkswagen-Passat-2677,13350,21,13350,2015-05,110,Mechaninė,Universalas,Benzinas,138026,
"Volkswagen Passat",,,https://www.polizinginiai.lt/lt/polizinginis-automobilis/Volkswagen-Passat-2668,12900,21,12900,2014-07,130,Automatinė,Universalas,Dyzelis,133423,
"Volkswagen Passat",,,https://www.polizinginiai.lt/lt/polizinginis-automobilis/Volkswagen-Passat-2651,12900,21,12900,2015-04,110,Mechaninė,Universalas,Benzinas,120131,
"Volkswagen Passat",,,https://www.polizinginiai.lt/lt/polizinginis-automobilis/Volkswagen-Passat-2575,12500,21,12500,2015-05,110,Automatinė,Universalas,Dyzelis,178296,
"Volkswagen Passat",,,https://www.polizinginiai.lt/lt/polizinginis-automobilis/Volkswagen-Passat-2536,12500,21,12500,2015-02,110,Mechaninė,Sedanas,Benzinas,166786,
"Volkswagen Passat",,,https://www.polizinginiai.lt/lt/polizinginis-automobilis/Volkswagen-Passat-2502,17950,21,17950,2016-01,176,Automatinė,Sedanas,Dyzelis,157175,
"Volkswagen Passat",,,https://www.dasweltauto.lt/lt/vehicle/10064494/volkswagen-passat-20-110kw-mucvehiclegearboxaut,26800,21,26800,2016-09,110,,,Dyzelis,23436,10064494
